STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,SPECIFICATION,Specification,EMPLOYMENT,Employment,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,DECIMALS,Decimals,NOTE_YEAR_2,Note year 2,NOTE_YEAR_1,Note year 1,NOTE_SPECIFICATION_2,Note specification 2,NOTE_SPECIFICATION_1,Note specification 1,NOTE_EMPLOYMENT_2,Note Employment 2,NOTE_EMPLOYMENT_1,Note Employment 1
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL07,Foreigners,2015,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL07,Foreigners,2016,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL07,Foreigners,2017,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL07,Foreigners,2018,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL07,Foreigners,2019,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL07,Foreigners,2020,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL07,Foreigners,2021,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL07,Foreigners,2022,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL07,Foreigners,2023,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL07,Foreigners,2024,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL07,Foreigners,2025,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,1999,,4280,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2000,,4233,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2001,,4169,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2002,,4039,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2003,,3896,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2004,,3830,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2005,,3744,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2006,,3741,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2007,,3800,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2008,,3727,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2009,,3572,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2010,,3484,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2011,,3374,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2012,,3345,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2013,,3233,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2014,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2015,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2016,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2017,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2018,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2019,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2020,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2021,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2022,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2023,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2024,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C01,Credit institutions,SL05,Men,2025,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,,,,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,1999,,202,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2000,,216,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2001,,274,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2002,,320,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2003,,277,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2004,,369,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2005,,423,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2006,,482,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2007,,535,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2008,,593,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2009,,535,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2010,,542,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2011,,564,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2012,,534,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2013,,533,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2014,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2015,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2016,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2017,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2018,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2019,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2020,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2021,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C02,Financial sector professionals,SL06,Women,2022,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C02,"FSP include specialised financial sector professionals, support financial sector professionals and investment firms",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
