STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,UNIT_MEASURE,Unit of measure,MEASURE,Measure,FREQ,Frequency,QUANTILE,Quantile,ACTIVITY,Economic activity (NACE Rev.2),SEX,Sex,ISCO08,Occupation (ISCO-08),EDUC_LEVEL,Educational level,RESIDENCE,Place of residence,CPAYAGR,Collective labour agreement,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation status,DECIMALS,Decimals,COMMENT_DSET,Comments on the dataset levels
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,C,Manufacturing,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,7.54,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,O,Public administration and defence; compulsory social security public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2010,,4.6,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,O,Public administration and defence; compulsory social security public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2014,,4.6,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,O,Public administration and defence; compulsory social security public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2018,,5.1,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,O,Public administration and defence; compulsory social security public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2022,,8.1,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,R,"Arts, entertainment, and recreational activities",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2010,,0.38,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,R,"Arts, entertainment, and recreational activities",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2014,,0.59,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,R,"Arts, entertainment, and recreational activities",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,0.64,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,R,"Arts, entertainment, and recreational activities",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,0.98,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,J,Information and communication,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU,Luxembourgish residents,_Z,Not applicable,2010,,5.07,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,J,Information and communication,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU,Luxembourgish residents,_Z,Not applicable,2014,,4.63,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,J,Information and communication,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU,Luxembourgish residents,_Z,Not applicable,2018,,4.31,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,J,Information and communication,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU,Luxembourgish residents,_Z,Not applicable,2022,,3.87,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,E,"Water supply; sewerage,waste management and remediation activities",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU,Luxembourgish residents,_Z,Not applicable,2010,,0.71,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,E,"Water supply; sewerage,waste management and remediation activities",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU,Luxembourgish residents,_Z,Not applicable,2014,,0.57,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,E,"Water supply; sewerage,waste management and remediation activities",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU,Luxembourgish residents,_Z,Not applicable,2018,,0.7,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,E,"Water supply; sewerage,waste management and remediation activities",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU,Luxembourgish residents,_Z,Not applicable,2022,,1.18,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,F,Construction,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU,Luxembourgish residents,_Z,Not applicable,2010,,3.27,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,F,Construction,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU,Luxembourgish residents,_Z,Not applicable,2014,,3.98,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,F,Construction,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU,Luxembourgish residents,_Z,Not applicable,2018,,3.93,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,F,Construction,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU,Luxembourgish residents,_Z,Not applicable,2022,,3.47,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,N,Administrative and support service activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2010,,7.67,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,N,Administrative and support service activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2014,,8.5,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,N,Administrative and support service activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,9.43,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,N,Administrative and support service activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,8.96,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,B,Mining and quarrying,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2010,,0.13,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,B,Mining and quarrying,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2014,,0.06,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,B,Mining and quarrying,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2018,,0.06,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,B,Mining and quarrying,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2022,,0.14,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,D,"Electricity, gas, steam and air conditionning supply",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2010,,0.11,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,D,"Electricity, gas, steam and air conditionning supply",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2014,,0.13,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,D,"Electricity, gas, steam and air conditionning supply",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2018,,0.22,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,D,"Electricity, gas, steam and air conditionning supply",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2022,,0.36,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,J,Information and communication,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2010,,4.98,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,J,Information and communication,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2014,,5.16,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,J,Information and communication,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2018,,5.47,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_RESID,Percentage of total employment by category of residence,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,J,Information and communication,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2022,,5.11,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,P,Education,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2010,,9.3,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,P,Education,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2014,,9.8,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,P,Education,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2018,,9.9,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,P,Education,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T_F,Total cross-border,_Z,Not applicable,2022,,11.5,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,L,Real estate activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU,Luxembourgish residents,_Z,Not applicable,2010,,19.9,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,L,Real estate activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU,Luxembourgish residents,_Z,Not applicable,2014,,24.8,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,L,Real estate activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU,Luxembourgish residents,_Z,Not applicable,2018,,24.4,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,L,Real estate activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU,Luxembourgish residents,_Z,Not applicable,2022,,27.9,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,M,"Professional, scientific and technical activities",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,RES_FOR_ALL,Residents of foreign nationality (EU and non-EU),_Z,Not applicable,2010,,29.4,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,M,"Professional, scientific and technical activities",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,RES_FOR_ALL,Residents of foreign nationality (EU and non-EU),_Z,Not applicable,2014,,30.8,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1337(1.1),Employment: percentage by economic activity and residence/nationality,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,M,"Professional, scientific and technical activities",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,RES_FOR_ALL,Residents of foreign nationality (EU and non-EU),_Z,Not applicable,2018,,34.2,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
